cliente;frecuencia;recencia;ticket_promedio;ticket;referencias_unicas;margen_promeido;margen;avg_descuento;cl_value;linea_favorita;marca_favorita
3364254;36;17;21492.519703703703;2901490.16;19;13205.667631851853;1782765.1303;0.0;773730.7093333333;MANGANESO;TRONEX
3364367;14;53;22752.64076923077;591568.66;8;11200.576823076923;291214.9974;0.0;318536.97076923074;MANGANESO;TRONEX
3365649;19;4;20979.809132075472;1111929.884;13;10830.184283018867;573999.767;0.004528301886792453;398616.373509434;MANGANESO;TRONEX
3366162;16;31;20146.797499999997;564110.33;12;10399.306217857144;291180.5741;0.0;322348.75999999995;MANGANESO;TRONEX
3366273;22;4;15504.763363636363;682209.588;12;8296.700627272729;365054.8276;0.0013636363636363635;341104.794;MANGANESO;TRONEX
3366362;11;61;18152.634444444444;326747.42;5;9647.934033333333;173662.8126;0.0;199678.97888888887;MANGANESO;TRONEX
3367161;24;42;16359.892060344828;948873.7395;37;7653.597263793104;443908.6413;0.004655172413793104;392637.40944827587;TERCEROS;ETERNA
3367261;29;10;22901.778942105262;1740535.1996;15;13003.307922368422;988251.4021000001;0.00039473684210526315;664151.5893210527;MANGANESO;TRONEX
3367440;12;54;17527.04;245378.56;4;9145.822407142858;128041.5137;0.0;210324.48;MANGANESO;TRONEX
3367594;13;12;19653.22206896552;569943.4400000001;14;10099.239989655172;292877.9597;0.0;255491.88689655173;MANGANESO;TRONEX
3370030;10;59;13805.4875;220887.8;6;6497.53174375;103960.5079;0.0;138054.875;MANGANESO;TRONEX
3370103;23;28;12461.363438775512;610606.8085;29;5842.766632653062;286295.565;0.0;286611.3590918368;TERCEROS;COFA
3370615;11;10;23519.83222222222;423356.98;7;12933.036811111111;232794.6626;0.0;258718.1544444444;MANGANESO;TRONEX
3370671;28;8;14988.098103448276;1738619.38;32;8908.202999137931;1033351.5479;0.0005172413793103448;419666.7468965517;OTROS;TRONEX
3370873;13;30;17489.5125;279832.2;5;9281.0637375;148497.0198;0.0;227363.6625;MANGANESO;TRONEX
3371434;6;9;13490.02;215840.32;6;7721.43604375;123542.9767;0.0;80940.12;ALKALINAS;TRONEX
3371775;19;59;17623.765657142856;616831.798;10;9437.31796;330306.1286;0.0017142857142857142;334851.54748571425;MANGANESO;TRONEX
3375218;16;19;9906.982142857143;277395.5;3;5274.284735714286;147679.9726;0.0;158511.7142857143;MANGANESO;TRONEX
3375246;12;82;22675.892916666664;544221.4299999999;11;12115.761754166668;290778.2821;0.0;272110.71499999997;MANGANESO;CP
3376066;10;82;17145.506875;274328.11;4;9145.98349375;146335.7359;0.0;171455.06874999998;MANGANESO;TRONEX
3376610;7;58;16000.7775;128006.22;5;8215.7225875;65725.7807;0.0;112005.4425;MANGANESO;TRONEX
3377336;11;51;19992.658636363634;439838.49;13;8372.951240909091;184204.9273;0.0;219919.24499999997;TERCEROS;PREBEL
3381494;24;5;22936.156962962963;1238552.476;16;12056.306753703704;651040.5647;0.007222222222222223;550467.7671111111;MANGANESO;TRONEX
3382670;26;12;23693.904444444444;1279470.84;8;12635.018581481483;682291.0034;0.0007407407407407407;616041.5155555556;MANGANESO;TRONEX
3384312;16;9;17517.8;455462.8;2;8584.257596153846;223190.6975;0.0;280284.8;MANGANESO;TRONEX
3384688;12;75;12325.255882352942;209529.35;12;6833.6240823529415;116171.6094;0.0;147903.0705882353;ALKALINAS;TRONEX
3385683;7;3;21022.994000000002;315344.91000000003;7;10528.556686666667;157928.3503;0.010000000000000002;147160.958;MANGANESO;TRONEX
3385764;24;12;20329.41173076923;1057129.41;15;10674.46148076923;555071.997;0.0;487905.8815384615;BOMBILLAS;SB
3385819;15;15;15311.3186;382782.965;9;8252.0789;206301.9725;0.004;229669.779;MANGANESO;TRONEX
3387450;23;12;23542.17808809524;988771.4797;11;11672.976314285715;490265.0052;0.014047619047619047;541470.0960261906;MANGANESO;TRONEX
3392163;19;9;17200.6944;430017.36;6;8640.417588;216010.4397;0.0;326813.1936;MANGANESO;TRONEX
3392526;8;78;15987.838666666667;239817.58;13;6103.808166666667;91557.1225;0.0;127902.70933333333;TERCEROS;ETERNA
3393261;11;43;21680.10357142857;303521.45;4;11433.113635714284;160063.59089999998;0.0;238481.13928571428;MANGANESO;TRONEX
3395457;19;46;15976.172173913043;367451.95999999996;10;8762.444852173912;201536.2316;0.0;303547.2713043478;MANGANESO;TRONEX
3396766;5;15;17183.609166666665;206203.31;6;7938.817066666666;95265.80479999998;0.004166666666666667;85918.04583333332;MANGANESO;TRONEX
3398717;15;2;21404.391;342470.256;5;11065.21611875;177043.4579;0.003125;321065.865;MANGANESO;TRONEX
3398974;12;10;17231.30904761905;361857.49;6;9376.227804761904;196900.78389999998;0.004761904761904762;206775.70857142858;MANGANESO;TRONEX
3399641;11;2;20939.10103448276;607233.93;16;11588.783427586208;336074.7194;0.0;230330.11137931034;MANGANESO;TRONEX
3401341;14;3;21366.148458333333;512787.563;11;11880.19495;285124.6788;0.0;299126.07841666666;MANGANESO;TRONEX
3401558;10;15;21829.181538461537;283779.36;10;12549.053169230769;163137.6912;0.0;218291.81538461536;MANGANESO;TRONEX
3401600;15;82;16881.05685483871;523312.7625;13;9325.694141935484;289096.5184;0.0032258064516129032;253215.85282258064;MANGANESO;TRONEX
3409745;12;59;13655.852307692308;177526.08000000002;6;8104.175892307691;105354.28659999999;0.0;163870.2276923077;OTROS;ROCKET
3409871;19;9;21237.628727272728;467227.832;3;11043.291949999999;242952.42289999998;0.00818181818181818;403514.94581818185;MANGANESO;TRONEX
