cliente;frecuencia;recencia;ticket_promedio;ticket;referencias_unicas;margen_promeido;margen;avg_descuento;cl_value;linea_favorita;marca_favorita
8106277;29;58;50964.841323529414;3465609.21;9;26296.379175;1788153.7839;0.007058823529411764;1477980.398382353;MANGANESO;TRONEX
8127101;3;71;52369.8;261849.0;4;28191.46146;140957.3073;0.0;157109.40000000002;MANGANESO;TRONEX
8127677;8;1;43414.464975;694631.4396;6;24812.8154875;397005.0478;0.001875;347315.7198;MANGANESO;TRONEX
8151089;36;3;44935.47862448979;24220222.9786;34;26845.69500927644;14469829.61;0.0018181818181818182;1617677.2304816325;BOMBILLAS;TRONEX
8151114;19;17;34790.42657142857;1217664.93;18;17971.176257142855;628991.169;0.0;661018.1048571429;ENCENDEDORES;SL
8151332;32;2;49234.53477775062;20136924.7241;35;29314.27587603912;11989538.8333;0.0027383863080684594;1575505.1128880198;ENCENDEDORES;TRONEX
8151532;24;18;34566.851111111115;2177711.62;16;19652.28933968254;1238094.2284;0.0;829604.4266666668;ALKALINAS;TRONEX
8156643;7;29;40756.333333333336;489076.0;3;21531.2488;258374.9856;0.0;285294.3333333334;MANGANESO;TRONEX
8156882;21;24;42645.80841578948;3241081.4396;28;25928.25859736842;1970547.6534;0.0010526315789473684;895561.976731579;ALKALINAS;TRONEX
8156936;16;26;39673.41998918919;1467916.5396;12;20317.10124054054;751732.7459;0.018108108108108107;634774.7198270271;MANGANESO;TRONEX
8161058;23;45;43874.892358620695;1272371.8784;7;23718.801079310346;687845.2313;0.017586206896551725;1009122.524248276;ENCENDEDORES;CP
8164655;18;51;53438.31621428571;1496272.8539999998;5;27712.720275;775956.1677;0.004285714285714286;961889.6918571428;MANGANESO;TRONEX
